egid;eingang_koordinaten
443567;47.54834594320372, 7.606574612128086
443569;47.548225319287894, 7.606443266549522
443570;47.54817985178657, 7.606371138158126
443571;47.54813234858386, 7.606307385631853
443573;47.548020234664676, 7.606212014029544
443576;47.547879834174886, 7.606023567297183
443578;47.54778648831826, 7.605898061476119
443579;47.54773983745974, 7.605835561192458
443580;47.5492356860813, 7.608879650395173
443585;47.548130163457586, 7.608133701149148
443587;47.547905866340926, 7.60783173814929
443589;47.54778212049383, 7.607664939723523
443590;47.54760412865037, 7.60742668983208
443591;47.547546062823855, 7.607347428103388
443592;47.547499682997916, 7.607284622156981
443594;47.54708349234311, 7.6067524669669115
443596;47.547973918751886, 7.607629693924553
443597;47.5479057955327, 7.60753975924554
443601;47.547288128731616, 7.6064523423386525
443605;47.549149434871865, 7.60342800055142
443610;47.54945898447625, 7.6038073172375
443615;47.54988780201558, 7.604386910789182
443616;47.54994391858925, 7.604459564396404
443618;47.54888873372283, 7.603376410821458
443620;47.54903032304325, 7.6035603411942105
443623;47.549233271856224, 7.603823662505005
443625;47.54935646611057, 7.60398373300684
443628;47.54959167342214, 7.604298448136645
443629;47.54962981251448, 7.604338804523867
443633;47.548098558105565, 7.602663776493738
443636;47.547942663925646, 7.602482198939412
443645;47.54742121642183, 7.601878634089752
443647;47.54732106271442, 7.6017624542892825
443648;47.54726831835113, 7.6017017328814065
443649;47.54839667851993, 7.602692787955586
443650;47.54827739163164, 7.602554095896953
443651;47.548138253916875, 7.6022756368911475
443654;47.54787148059363, 7.602083665034913
443656;47.54777107461888, 7.601955129156941
443657;47.5477265747275, 7.601902907308007
443658;47.54768218081937, 7.601852054099646
443661;47.5475455352997, 7.601693825532733
443662;47.54749304214533, 7.601646375148434
443666;47.552724837790386, 7.610808940099697
443667;47.552701909402664, 7.611096845858044
443671;47.550930003023346, 7.610532343819882
443674;47.550491088363124, 7.610295422943582
443675;47.55036751957083, 7.610236799778853
443679;47.5495152882799, 7.6098522177339705
443682;47.54934091370291, 7.609768950994806
443692;47.54742568580072, 7.608211179841004
443693;47.547293224218976, 7.6079153964014195
443695;47.547047988811485, 7.607718884600235
443696;47.54692940233606, 7.607547854710694
443698;47.54665930477495, 7.607185528873777
443699;47.54661263652828, 7.607123081862875
443700;47.54656354497355, 7.60705714703991
443703;47.55130777820536, 7.5982847889972565
443705;47.55110151052046, 7.597992787186619
443716;47.547677974192034, 7.604788977797701
443718;47.547444208631426, 7.605223092773488
443719;47.547225273360944, 7.605712789324596
443729;47.550375731757626, 7.599185464434903
443730;47.5503283291896, 7.599723647175281
443731;47.54994990388344, 7.599843539141382
443732;47.54977999462039, 7.599582773420971
443735;47.54868809218662, 7.60213791952056
443736;47.54864028680265, 7.602082764012999
443737;47.548591601180526, 7.602026769018862
443738;47.54854191046866, 7.601969176973788
443740;47.548450584478275, 7.602106174126146
443741;47.54847720352629, 7.602133580763995
443743;47.54863529223068, 7.602334693351275
443744;47.548383136618945, 7.602984329092824
443745;47.54830829656325, 7.603113842892876
443747;47.548211291575306, 7.603297194094195
443750;47.54745610238018, 7.604722825108306
443754;47.546389281748205, 7.5987938377583015
443755;47.54642959024516, 7.598912686233855
443759;47.54671968161256, 7.5996905640053205
443762;47.54743632078739, 7.601580434305917
443767;47.54912430405807, 7.617824397602329
443769;47.54701087312344, 7.61877055991718
443775;47.551118575963244, 7.6116007704847926
443779;47.550633408419934, 7.613299364175274
443780;47.550463222045295, 7.613219711426711
443785;47.5463868102844, 7.616785312781713
443789;47.54539395001158, 7.618674497232652
443798;47.545856049737694, 7.61766596559923
443802;47.5455666975466, 7.617300037545202
443804;47.54547362077293, 7.6171829132253395
443806;47.54590267993204, 7.616899859472318
443809;47.545349079357955, 7.616710292157138
443813;47.548001351335216, 7.610547155269053
443822;47.548018847296845, 7.612964728771055
443826;47.54764326380343, 7.6106998413098745
443827;47.54750942540216, 7.611157154142157
443828;47.54746920386296, 7.611297658949771
443830;47.54726323231029, 7.61190058957533
443832;47.5472284167492, 7.612190910640699
443834;47.54719539721575, 7.612325884793528
443836;47.547377660301755, 7.610034813243338
443838;47.547262221434345, 7.610129048892584
443840;47.54661145090469, 7.61065902916677
443842;47.54753854877175, 7.609533762288054
443848;47.54711528146423, 7.609847747426049
443850;47.54683260221332, 7.610083460908987
443854;47.546442103706184, 7.6104420824088175
443857;47.548183418343825, 7.609895980156842
443861;47.54773647350732, 7.609264668559746
443863;47.54765568636341, 7.609397008935378
443865;47.546387920086175, 7.607413665499983
443867;47.54637825965886, 7.6076190901101155
443871;47.546355861352716, 7.608030274713714
443875;47.54632867396337, 7.608886957036418
443877;47.54631564768447, 7.60915351406974
443885;47.546171644110245, 7.614239242073352
443887;47.54570811145537, 7.6143064845592
443889;47.54651474363747, 7.613817969284749
443891;47.54622838763177, 7.61388587734453
443892;47.54608761113886, 7.613919699511177
443896;47.54631390314309, 7.613237567702587
443899;47.54688316983029, 7.611685383925302
443900;47.546831277317494, 7.611660136310046
443902;47.54674112370045, 7.611617801648201
443903;47.54669916251139, 7.611597116032607
443904;47.546540286958276, 7.611482429577307
443906;47.54643031500686, 7.611431330618042
443908;47.54661045298563, 7.611236128102941
443909;47.54655283358573, 7.611215432064063
443910;47.54648409671828, 7.611177312054019
443912;47.54663290852565, 7.60898995804176
443914;47.546854641739145, 7.608909476473917
443918;47.546426992390444, 7.608327266307685
443919;47.548924917854876, 7.61166057358953
443922;47.54852405489825, 7.611146591767573
443926;47.54857656721682, 7.610582629718458
443928;47.548957321883066, 7.612198751069171
443929;47.54893044470096, 7.6123219400452555
443930;47.54888064863282, 7.612549294437173
443946;47.54974645180253, 7.612945888838596
443949;47.54992816631465, 7.611537305877118
443950;47.55010382228988, 7.611477510668496
443952;47.55044539042322, 7.611523877001103
443955;47.54981446532973, 7.610791926683093
443960;47.55107116211948, 7.611041971654232
443963;47.55077073311246, 7.6107815937420895
443964;47.55070999584221, 7.610752809520771
443966;47.55059058083721, 7.6106952479151335
443975;47.548826716172464, 7.610097132480357
443976;47.54885119193723, 7.609984615311264
443977;47.54880625589793, 7.609827798848421
443978;47.54857754422409, 7.609681074125088
443979;47.54838547318905, 7.609589330712839
443983;47.54724637519601, 7.608434639316268
443984;47.547187394143855, 7.608354377833051
443990;47.546861145777875, 7.607902868043941
443991;47.54681542768598, 7.607842880634231
443992;47.54672363152312, 7.607704414299265
443993;47.54667903761943, 7.607644377641258
443994;47.546627866889814, 7.6075735606229244
443997;47.54817433675962, 7.617186795012524
444006;47.537732993386584, 7.608397530660156
444007;47.536805269618775, 7.608536077300327
444016;47.537277861525546, 7.609277714528462
444019;47.53773582785483, 7.610279724290038
444022;47.53803002144589, 7.61092687492785
444024;47.53819372391161, 7.611286851199383
444030;47.53692147301658, 7.6108961774424015
444031;47.53730481074389, 7.6117424030551994
444035;47.537548378857345, 7.611216737609964
444041;47.537067758659674, 7.61151406233775
444048;47.53983074914368, 7.61425017860943
444061;47.541809509720714, 7.615378871587031
444063;47.54482605910495, 7.604529783147054
444067;47.54209685717769, 7.6173197551323035
444069;47.54109012537996, 7.6190533821940924
444071;47.5407433177847, 7.616898074466163
444073;47.544465467380114, 7.610333972950724
444082;47.546515321443806, 7.592948952240676
444082;47.54650780137593, 7.593309404296818
444082;47.547352612011906, 7.592583386497872
444082;47.54687950903748, 7.5921842197642855
444082;47.54687364948308, 7.59205799571457
444084;47.54698513681576, 7.585452794697707
444085;47.54708788641283, 7.585019924695397
444087;47.54693183205482, 7.584757558173503
444095;47.545343134583995, 7.583078336717891
444103;47.54405881989031, 7.581754707974861
444105;47.54618769129964, 7.583378061474672
444109;47.54593111359734, 7.583112669508853
444110;47.54558854235747, 7.58270463835363
444116;47.545198545867805, 7.582303604740538
444117;47.545127728866916, 7.5822306626436085
444126;47.545171107383275, 7.580695248076409
444128;47.54577752536105, 7.580063087606465
444132;47.54586709437351, 7.57982557986282
444133;47.54572561543769, 7.5798461936810115
444137;47.54656412901748, 7.581361983191842
444144;47.54642819004659, 7.583192492160602
444147;47.54655132487066, 7.582930224020254
444150;47.54672616314984, 7.5824867605495365
444152;47.54660634787399, 7.582363087417885
444154;47.546487933127246, 7.582241331428456
444157;47.54618712161349, 7.582143979317852
444159;47.54613000265209, 7.58234072548661
444163;47.546007890293794, 7.58275918130537
444170;47.54586591102833, 7.582500039386765
444172;47.54580230065973, 7.582716425766524
444174;47.5456494715525, 7.582007272008354
444175;47.545591202789076, 7.58194724808546
444177;47.54547414442582, 7.581826468662738
444179;47.5453550285336, 7.581703917600652
444190;47.54611141963773, 7.5809493613615855
444191;47.546040396665695, 7.580963438553307
444195;47.545712375225015, 7.581030349505083
444200;47.54504445813184, 7.581401161066002
444203;47.544910355129666, 7.581684741847065
444210;47.54572047935519, 7.580690637966456
444211;47.54562872520586, 7.580705178336071
444213;47.545458336028865, 7.580743910853596
444214;47.544278314774395, 7.582964028071099
444219;47.54409945339532, 7.583502298344616
444221;47.54433082590602, 7.582442947670238
444226;47.544119073968965, 7.582954392947212
444228;47.544052649595116, 7.583154705072954
444233;47.5447809052853, 7.584588653237054
444240;47.54433972375167, 7.584215539281599
444241;47.54424882120307, 7.584138303867662
444243;47.54415688431961, 7.584061065903407
444247;47.54396083750811, 7.583895612624605
444249;47.543822793924996, 7.583778614341596
444250;47.5437588979415, 7.583724207161565
444257;47.544538495969675, 7.584135625797793
444258;47.54445886799052, 7.584068462836089
444263;47.54360169313261, 7.583342884208703
444267;47.54555889201451, 7.583992394990601
444305;47.545238501552994, 7.584212927124415
444307;47.54512224286735, 7.584512025414946
444309;47.54495179203075, 7.5849504199952555
444314;47.54447163127397, 7.586185590044516
444317;47.54419900763077, 7.586890637329145
444320;47.543912403176, 7.5875887711815935
444321;47.545546810543954, 7.590890307326183
444324;47.54390769628362, 7.590033767951141
444345;47.543062585525085, 7.588455403792218
444350;47.54427432811331, 7.588369726661149
444353;47.543092916744015, 7.58737090952925
444364;47.544435774087646, 7.588258668705406
444370;47.543551868009175, 7.587505638853419
444372;47.54277448164897, 7.586672742670622
444376;47.54511316725315, 7.58760560134435
444381;47.54456979038987, 7.587147695882882
444389;47.54526575430838, 7.587486929940079
444391;47.54520450144402, 7.587434729176972
444394;47.54502930260385, 7.587286878427451
444395;47.54497317929368, 7.587239221930062
444401;47.544487166596724, 7.586828196701935
444405;47.543536987070176, 7.586023855279417
444415;47.54542964304684, 7.586593679061099
444417;47.54528693087646, 7.586472433549438
444426;47.54437322505917, 7.585698843784059
444428;47.544151801104135, 7.585511237848179
444437;47.54357271631258, 7.58502008400367
444466;47.54376205303273, 7.584439095458229
444467;47.54356710937393, 7.584290912582212
444472;47.546608994721254, 7.5849631806051105
444473;47.5465399654132, 7.58513672625652
444501;47.54557230344255, 7.58714425279023
444503;47.54551950863936, 7.587279369170252
444504;47.54547889205225, 7.587385668041522
444517;47.544235965484624, 7.59032696215478
444525;47.54369844845801, 7.582477986070897
444532;47.54328941236456, 7.583710978033926
444533;47.543252275232824, 7.583820791237024
444537;47.54293366689165, 7.584780920421508
444543;47.54255643985693, 7.5859176666395145
444550;47.542160423044386, 7.587110529046482
444554;47.54254865313167, 7.587473542384535
444559;47.54189473414924, 7.587908868586625
444565;47.54297942902963, 7.584643145693374
444580;47.540646547702835, 7.5916682151359804
444582;47.53965452960102, 7.595036444675868
444584;47.53981993623964, 7.595249278521267
444588;47.54014052422661, 7.595500024241968
444595;47.539682100341935, 7.59572134686676
444598;47.539438290856936, 7.595772335541916
444613;47.54261028975704, 7.591569639544207
444617;47.54232869875881, 7.592318254834828
444619;47.542563191556994, 7.592707947103273
444629;47.541736342548354, 7.594005725313921
444632;47.54157056765575, 7.594572262133351
444635;47.54101941893901, 7.596449367303222
444645;47.542584259295246, 7.591022379271813
444658;47.540884098690775, 7.596170110338373
444660;47.540773092493446, 7.596545691384368
444663;47.544261756439006, 7.5909636590177
444664;47.54416435826185, 7.591214627188979
444665;47.54388921352734, 7.591932681149228
444667;47.54373573603512, 7.592327655939392
444673;47.543327622480156, 7.593403335429892
444677;47.54266577498516, 7.595324088875697
444690;47.54212688767476, 7.597157270147239
444692;47.544134355907644, 7.5908426207172655
444705;47.54192341804023, 7.59728519936748
444711;47.54429130043247, 7.595712163102675
444713;47.54419979219912, 7.5960094974120995
444715;47.54412205389188, 7.596266053049557
444718;47.544002913572115, 7.596657545598614
444719;47.54396591066, 7.596778695201736
444723;47.54359951119193, 7.5968728741648635
444738;47.54406955885794, 7.596961203251698
444748;47.543646659352476, 7.596054317377982
444751;47.54355238036655, 7.596364762655441
444757;47.543552060661916, 7.5958427765619625
444761;47.545457045959154, 7.591609603279218
444762;47.54536073101221, 7.591527874918814
440004;47.55919800266621, 7.588967758008575
440009;47.55825976604379, 7.58999779081326
440011;47.55813322966214, 7.590069803148548
440014;47.55748015207524, 7.590779442004643
